,angle,camera_path,info,lidar_path
141,0.071558498,D:/Udacity/bag1/camera/1479424236984388087.png,23:10:36,D:/Udacity/bag1/lidar/1479424236.953685250.pcd
142,0.073303826,D:/Udacity/bag1/camera/1479424237034358398.png,23:10:37,D:/Udacity/bag1/lidar/1479424237.356339644.pcd
144,0.109955743,D:/Udacity/bag1/camera/1479424238434567573.png,23:10:38,D:/Udacity/bag1/lidar/1479424238.442137542.pcd
145,0.106465086,D:/Udacity/bag1/camera/1479424238634649804.png,23:10:38,D:/Udacity/bag1/lidar/1479424238.643628601.pcd
147,0.104719758,D:/Udacity/bag1/camera/1479424238784634192.png,23:10:38,D:/Udacity/bag1/lidar/1479424238.845009011.pcd
152,0.106465086,D:/Udacity/bag1/camera/1479424239034715820.png,23:10:39,D:/Udacity/bag1/lidar/1479424239.046164389.pcd
154,0.102974422,D:/Udacity/bag1/camera/1479424239234709774.png,23:10:39,D:/Udacity/bag1/lidar/1479424239.247536118.pcd
156,0.116937056,D:/Udacity/bag1/camera/1479424239734793457.png,23:10:39,D:/Udacity/bag1/lidar/1479424239.851901995.pcd
159,0.095993109,D:/Udacity/bag1/camera/1479424240234881093.png,23:10:40,D:/Udacity/bag1/lidar/1479424240.254209089.pcd
161,0.097738437,D:/Udacity/bag1/camera/1479424240485005745.png,23:10:40,D:/Udacity/bag1/lidar/1479424240.474619446.pcd
163,0.094247781,D:/Udacity/bag1/camera/1479424240835023706.png,23:10:40,D:/Udacity/bag1/lidar/1479424240.877366719.pcd
165,0.099483766,D:/Udacity/bag1/camera/1479424241085039580.png,23:10:41,D:/Udacity/bag1/lidar/1479424241.078686339.pcd
167,0.08726646,D:/Udacity/bag1/camera/1479424241485190957.png,23:10:41,D:/Udacity/bag1/lidar/1479424241.481286660.pcd
177,0.094247781,D:/Udacity/bag1/camera/1479424241885175551.png,23:10:41,D:/Udacity/bag1/lidar/1479424241.883944535.pcd
178,0.095993109,D:/Udacity/bag1/camera/1479424242035245133.png,23:10:42,D:/Udacity/bag1/lidar/1479424242.286662196.pcd
202,0.090757124,D:/Udacity/bag1/camera/1479424242785381816.png,23:10:42,D:/Udacity/bag1/lidar/1479424242.890689358.pcd
205,0.089011788,D:/Udacity/bag1/camera/1479424242935427746.png,23:10:42,D:/Udacity/bag1/lidar/1479424242.962435666.pcd
207,0.092502452,D:/Udacity/bag1/camera/1479424243135538877.png,23:10:43,D:/Udacity/bag1/lidar/1479424243.163116219.pcd
209,0.099483766,D:/Udacity/bag1/camera/1479424243585499386.png,23:10:43,D:/Udacity/bag1/lidar/1479424243.565791197.pcd
211,0.097738437,D:/Udacity/bag1/camera/1479424243785518839.png,23:10:43,D:/Udacity/bag1/lidar/1479424243.767118656.pcd
215,0.101229094,D:/Udacity/bag1/camera/1479424244036049950.png,23:10:44,D:/Udacity/bag1/lidar/1479424244.974339075.pcd
223,0.102974422,D:/Udacity/bag1/camera/1479424244135620018.png,23:10:44,D:/Udacity/bag1/lidar/1479424244.169790524.pcd
235,0.099483766,D:/Udacity/bag1/camera/1479424244285570767.png,23:10:44,D:/Udacity/bag1/lidar/1479424244.371343482.pcd
240,0.097738437,D:/Udacity/bag1/camera/1479424245235793102.png,23:10:45,D:/Udacity/bag1/lidar/1479424245.376839076.pcd
260,0.095993109,D:/Udacity/bag1/camera/1479424245536734517.png,23:10:45,D:/Udacity/bag1/lidar/1479424245.578215194.pcd
268,0.092502452,D:/Udacity/bag1/camera/1479424246135978355.png,23:10:46,D:/Udacity/bag1/lidar/1479424246.584975348.pcd
307,0.090757124,D:/Udacity/bag1/camera/1479424246235931917.png,23:10:46,D:/Udacity/bag1/lidar/1479424246.383542701.pcd
310,0.092502452,D:/Udacity/bag1/camera/1479424247036186054.png,23:10:47,D:/Udacity/bag1/lidar/1479424247.188918153.pcd
315,0.08726646,D:/Udacity/bag1/camera/1479424247586282037.png,23:10:47,D:/Udacity/bag1/lidar/1479424247.591698582.pcd
317,0.083775803,D:/Udacity/bag1/camera/1479424247736099489.png,23:10:47,D:/Udacity/bag1/lidar/1479424247.792910952.pcd
319,0.07679449,D:/Udacity/bag1/camera/1479424247936362790.png,23:10:47,D:/Udacity/bag1/lidar/1479424247.994283945.pcd
321,0.04363323,D:/Udacity/bag1/camera/1479424248436286684.png,23:10:48,D:/Udacity/bag1/lidar/1479424248.598323194.pcd
325,0.041887902,D:/Udacity/bag1/camera/1479424248686329005.png,23:10:48,D:/Udacity/bag1/lidar/1479424248.799652664.pcd
329,0.038397245,D:/Udacity/bag1/camera/1479424249036460225.png,23:10:49,D:/Udacity/bag1/lidar/1479424249.000980090.pcd
353,0.013962634,D:/Udacity/bag1/camera/1479424249686558594.png,23:10:49,D:/Udacity/bag1/lidar/1479424249.806330735.pcd
357,0.008726646,D:/Udacity/bag1/camera/1479424250036824914.png,23:10:50,D:/Udacity/bag1/lidar/1479424250.007871798.pcd
372,-0.003490658,D:/Udacity/bag1/camera/1479424250686751194.png,23:10:50,D:/Udacity/bag1/lidar/1479424250.836163043.pcd
377,-0.003490658,D:/Udacity/bag1/camera/1479424251036822581.png,23:10:51,D:/Udacity/bag1/lidar/1479424251.037396596.pcd
378,0.038397245,D:/Udacity/bag1/camera/1479424251636948586.png,23:10:51,D:/Udacity/bag1/lidar/1479424251.641423888.pcd
380,0.036651913,D:/Udacity/bag1/camera/1479424251736928605.png,23:10:51,D:/Udacity/bag1/lidar/1479424251.782794790.pcd
382,0.017453292,D:/Udacity/bag1/camera/1479424252137043760.png,23:10:52,D:/Udacity/bag1/lidar/1479424252.185673452.pcd
385,0.001745329,D:/Udacity/bag1/camera/1479424252487068155.png,23:10:52,D:/Udacity/bag1/lidar/1479424252.588031616.pcd
387,0.001745329,D:/Udacity/bag1/camera/1479424253037336802.png,23:10:53,D:/Udacity/bag1/lidar/1479424253.192062170.pcd
398,-0.003490658,D:/Udacity/bag1/camera/1479424253737306095.png,23:10:53,D:/Udacity/bag1/lidar/1479424253.796073875.pcd
400,0.006981317,D:/Udacity/bag1/camera/1479424253937323968.png,23:10:53,D:/Udacity/bag1/lidar/1479424253.997433380.pcd
402,0.005235988,D:/Udacity/bag1/camera/1479424254087337948.png,23:10:54,D:/Udacity/bag1/lidar/1479424254.802744417.pcd
406,0.001745329,D:/Udacity/bag1/camera/1479424254137395196.png,23:10:54,D:/Udacity/bag1/lidar/1479424254.198830599.pcd
420,0.003490658,D:/Udacity/bag1/camera/1479424254489282995.png,23:10:54,D:/Udacity/bag1/lidar/1479424254.601469660.pcd
424,0.006981317,D:/Udacity/bag1/camera/1479424255087533157.png,23:10:55,D:/Udacity/bag1/lidar/1479424255.205489484.pcd
429,0.005235988,D:/Udacity/bag1/camera/1479424255337565565.png,23:10:55,D:/Udacity/bag1/lidar/1479424255.406802158.pcd
431,0.001745329,D:/Udacity/bag1/camera/1479424255487637382.png,23:10:55,D:/Udacity/bag1/lidar/1479424255.608096529.pcd
439,0.005235988,D:/Udacity/bag1/camera/1479424256037690296.png,23:10:56,D:/Udacity/bag1/lidar/1479424256.816159017.pcd
443,0.006981317,D:/Udacity/bag1/camera/1479424256087771779.png,23:10:56,D:/Udacity/bag1/lidar/1479424256.614834935.pcd
444,0.012217305,D:/Udacity/bag1/camera/1479424256337732923.png,23:10:56,D:/Udacity/bag1/lidar/1479424256.212138642.pcd
445,-0.017453292,D:/Udacity/bag1/camera/1479424257188142710.png,23:10:57,D:/Udacity/bag1/lidar/1479424257.218829862.pcd
450,-0.015707964,D:/Udacity/bag1/camera/1479424257387760500.png,23:10:57,D:/Udacity/bag1/lidar/1479424257.621634083.pcd
455,-0.010471975,D:/Udacity/bag1/camera/1479424258738248433.png,23:10:58,D:/Udacity/bag1/lidar/1479424258.829659448.pcd
461,-0.010471975,D:/Udacity/bag1/camera/1479424259038212663.png,23:10:59,D:/Udacity/bag1/lidar/1479424259.030884416.pcd
462,0.045378562,D:/Udacity/bag1/camera/1479424259638384162.png,23:10:59,D:/Udacity/bag1/lidar/1479424259.634904899.pcd
463,-0.003490658,D:/Udacity/bag1/camera/1479424260238493501.png,23:11:00,D:/Udacity/bag1/lidar/1479424260.238969752.pcd
477,-0.02617994,D:/Udacity/bag1/camera/1479424260839194520.png,23:11:00,D:/Udacity/bag1/lidar/1479424260.842963158.pcd
478,-0.015707964,D:/Udacity/bag1/camera/1479424261039188750.png,23:11:01,D:/Udacity/bag1/lidar/1479424261.044282386.pcd
479,-0.022689281,D:/Udacity/bag1/camera/1479424261138721862.png,23:11:01,D:/Udacity/bag1/lidar/1479424261.245619649.pcd
483,-0.139626339,D:/Udacity/bag1/camera/1479424262038932099.png,23:11:02,D:/Udacity/bag1/lidar/1479424262.050981859.pcd
485,-0.064577185,D:/Udacity/bag1/camera/1479424262838975227.png,23:11:02,D:/Udacity/bag1/lidar/1479424262.856534488.pcd
486,-0.04712389,D:/Udacity/bag1/camera/1479424263090596732.png,23:11:03,D:/Udacity/bag1/lidar/1479424263.259054570.pcd
489,-0.022689281,D:/Udacity/bag1/camera/1479424264039063281.png,23:11:04,D:/Udacity/bag1/lidar/1479424264.064470066.pcd
491,-0.04712389,D:/Udacity/bag1/camera/1479424265689393308.png,23:11:05,D:/Udacity/bag1/lidar/1479424265.675134068.pcd
499,-0.062831856,D:/Udacity/bag1/camera/1479424266239550231.png,23:11:06,D:/Udacity/bag1/lidar/1479424266.279132823.pcd
501,-0.07679449,D:/Udacity/bag1/camera/1479424266439498279.png,23:11:06,D:/Udacity/bag1/lidar/1479424266.480483131.pcd
507,-0.033161256,D:/Udacity/bag1/camera/1479424267039569926.png,23:11:07,D:/Udacity/bag1/lidar/1479424267.084515468.pcd
511,-0.029670598,D:/Udacity/bag1/camera/1479424267239619686.png,23:11:07,D:/Udacity/bag1/lidar/1479424267.285978689.pcd
514,-0.02617994,D:/Udacity/bag1/camera/1479424268889932329.png,23:11:08,D:/Udacity/bag1/lidar/1479424268.896626055.pcd
515,-0.013962634,D:/Udacity/bag1/camera/1479424269039946615.png,23:11:09,D:/Udacity/bag1/lidar/1479424269.097914850.pcd
518,-0.022689281,D:/Udacity/bag1/camera/1479424269289977577.png,23:11:09,D:/Udacity/bag1/lidar/1479424269.299264692.pcd
519,-0.059341196,D:/Udacity/bag1/camera/1479424270190434085.png,23:11:10,D:/Udacity/bag1/lidar/1479424270.909980459.pcd
522,-0.04712389,D:/Udacity/bag1/camera/1479424270540283516.png,23:11:10,D:/Udacity/bag1/lidar/1479424270.507274505.pcd
523,-0.07679449,D:/Udacity/bag1/camera/1479424271843368027.png,23:11:11,D:/Udacity/bag1/lidar/1479424271.824513307.pcd
526,-0.078539819,D:/Udacity/bag1/camera/1479424272043024608.png,23:11:12,D:/Udacity/bag1/lidar/1479424272.026015310.pcd
528,-0.07679449,D:/Udacity/bag1/camera/1479424272140804039.png,23:11:12,D:/Udacity/bag1/lidar/1479424272.227168217.pcd
555,-0.082030475,D:/Udacity/bag1/camera/1479424273240985966.png,23:11:13,D:/Udacity/bag1/lidar/1479424273.233915648.pcd
556,-0.07679449,D:/Udacity/bag1/camera/1479424273390957823.png,23:11:13,D:/Udacity/bag1/lidar/1479424273.394042214.pcd
560,-0.073303826,D:/Udacity/bag1/camera/1479424273891276987.png,23:11:13,D:/Udacity/bag1/lidar/1479424273.997169710.pcd
563,-0.057595864,D:/Udacity/bag1/camera/1479424274591220839.png,23:11:14,D:/Udacity/bag1/lidar/1479424274.601237099.pcd
566,-0.078539819,D:/Udacity/bag1/camera/1479424275041294972.png,23:11:15,D:/Udacity/bag1/lidar/1479424275.003885789.pcd
567,-0.062831856,D:/Udacity/bag1/camera/1479424275193689303.png,23:11:15,D:/Udacity/bag1/lidar/1479424275.205205481.pcd
572,-0.064577185,D:/Udacity/bag1/camera/1479424275441372211.png,23:11:15,D:/Udacity/bag1/lidar/1479424275.607907919.pcd
590,-0.04712389,D:/Udacity/bag1/camera/1479424276391474437.png,23:11:16,D:/Udacity/bag1/lidar/1479424276.413233356.pcd
620,-0.07679449,D:/Udacity/bag1/camera/1479424277091880631.png,23:11:17,D:/Udacity/bag1/lidar/1479424277.621277790.pcd
628,-0.075049154,D:/Udacity/bag1/camera/1479424277191432857.png,23:11:17,D:/Udacity/bag1/lidar/1479424277.218618770.pcd
630,-0.089011788,D:/Udacity/bag1/camera/1479424278041659051.png,23:11:18,D:/Udacity/bag1/lidar/1479424278.023963369.pcd
631,-0.083775803,D:/Udacity/bag1/camera/1479424278241713825.png,23:11:18,D:/Udacity/bag1/lidar/1479424278.225301314.pcd
634,-0.02617994,D:/Udacity/bag1/camera/1479424278741774138.png,23:11:18,D:/Udacity/bag1/lidar/1479424278.829339095.pcd
637,-0.071558498,D:/Udacity/bag1/camera/1479424280041982645.png,23:11:20,D:/Udacity/bag1/lidar/1479424280.037384432.pcd
689,-0.052359879,D:/Udacity/bag1/camera/1479424281542270188.png,23:11:21,D:/Udacity/bag1/lidar/1479424281.648247444.pcd
709,-0.052359879,D:/Udacity/bag1/camera/1479424282042268274.png,23:11:22,D:/Udacity/bag1/lidar/1479424282.050756505.pcd
712,-0.050614547,D:/Udacity/bag1/camera/1479424282192325625.png,23:11:22,D:/Udacity/bag1/lidar/1479424282.252098085.pcd
724,-0.04712389,D:/Udacity/bag1/camera/1479424282542307215.png,23:11:22,D:/Udacity/bag1/lidar/1479424282.654781367.pcd
727,-0.045378562,D:/Udacity/bag1/camera/1479424282692348339.png,23:11:22,D:/Udacity/bag1/lidar/1479424282.856268706.pcd
731,-0.005235988,D:/Udacity/bag1/camera/1479424283192402522.png,23:11:23,D:/Udacity/bag1/lidar/1479424283.258813454.pcd
751,-0.006981317,D:/Udacity/bag1/camera/1479424283392569039.png,23:11:23,D:/Udacity/bag1/lidar/1479424283.661471674.pcd
753,0.005235988,D:/Udacity/bag1/camera/1479424284092638866.png,23:11:24,D:/Udacity/bag1/lidar/1479424284.064159716.pcd
789,0.005235988,D:/Udacity/bag1/camera/1479424285642946438.png,23:11:25,D:/Udacity/bag1/lidar/1479424285.674843883.pcd
790,-0.010471975,D:/Udacity/bag1/camera/1479424285942884748.png,23:11:25,D:/Udacity/bag1/lidar/1479424285.473532685.pcd
792,-0.010471975,D:/Udacity/bag1/camera/1479424286042918763.png,23:11:26,D:/Udacity/bag1/lidar/1479424286.077528815.pcd
793,-0.006981317,D:/Udacity/bag1/camera/1479424286142971758.png,23:11:26,D:/Udacity/bag1/lidar/1479424286.278884534.pcd
815,-0.005235988,D:/Udacity/bag1/camera/1479424286693056279.png,23:11:26,D:/Udacity/bag1/lidar/1479424286.681615370.pcd
816,0.001745329,D:/Udacity/bag1/camera/1479424286843111277.png,23:11:26,D:/Udacity/bag1/lidar/1479424286.882915796.pcd
820,0.001745329,D:/Udacity/bag1/camera/1479424287043137560.png,23:11:27,D:/Udacity/bag1/lidar/1479424287.084233008.pcd
821,0.006981317,D:/Udacity/bag1/camera/1479424287243151687.png,23:11:27,D:/Udacity/bag1/lidar/1479424287.285631031.pcd
839,0.008726646,D:/Udacity/bag1/camera/1479424287543153292.png,23:11:27,D:/Udacity/bag1/lidar/1479424287.692278645.pcd
859,0.010471975,D:/Udacity/bag1/camera/1479424288043250627.png,23:11:28,D:/Udacity/bag1/lidar/1479424288.094931455.pcd
861,0.012217305,D:/Udacity/bag1/camera/1479424288193330572.png,23:11:28,D:/Udacity/bag1/lidar/1479424288.296278828.pcd
864,0.013962634,D:/Udacity/bag1/camera/1479424288393360879.png,23:11:28,D:/Udacity/bag1/lidar/1479424288.497737512.pcd
878,0.019198623,D:/Udacity/bag1/camera/1479424288893445935.png,23:11:28,D:/Udacity/bag1/lidar/1479424288.900327071.pcd
881,0.020943951,D:/Udacity/bag1/camera/1479424289093450661.png,23:11:29,D:/Udacity/bag1/lidar/1479424289.101648153.pcd
883,0,D:/Udacity/bag1/camera/1479424289393558864.png,23:11:29,D:/Udacity/bag1/lidar/1479424289.504321239.pcd
886,-0.015707964,D:/Udacity/bag1/camera/1479424290043571894.png,23:11:30,D:/Udacity/bag1/lidar/1479424290.013218489.pcd
900,-0.013962634,D:/Udacity/bag1/camera/1479424290393717904.png,23:11:30,D:/Udacity/bag1/lidar/1479424290.415883163.pcd
910,-0.012217305,D:/Udacity/bag1/camera/1479424290693747425.png,23:11:30,D:/Udacity/bag1/lidar/1479424290.818629288.pcd
913,-0.010471975,D:/Udacity/bag1/camera/1479424291043786187.png,23:11:31,D:/Udacity/bag1/lidar/1479424291.019872611.pcd
917,0.003490658,D:/Udacity/bag1/camera/1479424291443901680.png,23:11:31,D:/Udacity/bag1/lidar/1479424291.429616509.pcd
921,0.005235988,D:/Udacity/bag1/camera/1479424291643909112.png,23:11:31,D:/Udacity/bag1/lidar/1479424291.630913990.pcd
937,0.005235988,D:/Udacity/bag1/camera/1479424292044063181.png,23:11:32,D:/Udacity/bag1/lidar/1479424292.033632073.pcd
940,0.006981317,D:/Udacity/bag1/camera/1479424292244019589.png,23:11:32,D:/Udacity/bag1/lidar/1479424292.234928770.pcd
942,0.031415928,D:/Udacity/bag1/camera/1479424293044227609.png,23:11:33,D:/Udacity/bag1/lidar/1479424293.040283684.pcd
969,0.006981317,D:/Udacity/bag1/camera/1479424293794295741.png,23:11:33,D:/Udacity/bag1/lidar/1479424293.810961461.pcd
973,0.006981317,D:/Udacity/bag1/camera/1479424294044399797.png,23:11:34,D:/Udacity/bag1/lidar/1479424294.012179761.pcd
1063,0,D:/Udacity/bag1/camera/1479424295194586292.png,23:11:35,D:/Udacity/bag1/lidar/1479424295.220008440.pcd
1077,0.001745329,D:/Udacity/bag1/camera/1479424295444604997.png,23:11:35,D:/Udacity/bag1/lidar/1479424295.622688685.pcd
1083,-0.017453292,D:/Udacity/bag1/camera/1479424296044690280.png,23:11:36,D:/Udacity/bag1/lidar/1479424296.428035593.pcd
1097,-0.019198623,D:/Udacity/bag1/camera/1479424296144761647.png,23:11:36,D:/Udacity/bag1/lidar/1479424296.226692532.pcd
1101,-0.013962634,D:/Udacity/bag1/camera/1479424296694813144.png,23:11:36,D:/Udacity/bag1/lidar/1479424296.684500910.pcd
1102,-0.012217305,D:/Udacity/bag1/camera/1479424296744848621.png,23:11:36,D:/Udacity/bag1/lidar/1479424296.885888829.pcd
1107,-0.003490658,D:/Udacity/bag1/camera/1479424297094895331.png,23:11:37,D:/Udacity/bag1/lidar/1479424297.087136363.pcd
1111,0.006981317,D:/Udacity/bag1/camera/1479424297545069151.png,23:11:37,D:/Udacity/bag1/lidar/1479424297.892688939.pcd
1116,0.008726646,D:/Udacity/bag1/camera/1479424297695070809.png,23:11:37,D:/Udacity/bag1/lidar/1479424297.691155268.pcd
1120,0.008726646,D:/Udacity/bag1/camera/1479424298045022515.png,23:11:38,D:/Udacity/bag1/lidar/1479424298.295158611.pcd
1153,0.010471975,D:/Udacity/bag1/camera/1479424298095025381.png,23:11:38,D:/Udacity/bag1/lidar/1479424298.093835571.pcd
1155,0.005235988,D:/Udacity/bag1/camera/1479424298895172694.png,23:11:38,D:/Udacity/bag1/lidar/1479424298.899231082.pcd
1158,0.005235988,D:/Udacity/bag1/camera/1479424299045184030.png,23:11:39,D:/Udacity/bag1/lidar/1479424299.100506951.pcd
1278,0.005235988,D:/Udacity/bag1/camera/1479424300045422937.png,23:11:40,D:/Udacity/bag1/lidar/1479424300.193346521.pcd
1378,0.005235988,D:/Udacity/bag1/camera/1479424301045545283.png,23:11:41,D:/Udacity/bag1/lidar/1479424301.602731965.pcd
1400,0.008726646,D:/Udacity/bag1/camera/1479424301195554663.png,23:11:41,D:/Udacity/bag1/lidar/1479424301.200053882.pcd
1402,0.006981317,D:/Udacity/bag1/camera/1479424301345661589.png,23:11:41,D:/Udacity/bag1/lidar/1479424301.401442667.pcd
1405,0.006981317,D:/Udacity/bag1/camera/1479424302145726328.png,23:11:42,D:/Udacity/bag1/lidar/1479424302.206774372.pcd
1409,0.008726646,D:/Udacity/bag1/camera/1479424302395829571.png,23:11:42,D:/Udacity/bag1/lidar/1479424302.408115659.pcd
1423,0.015707964,D:/Udacity/bag1/camera/1479424303045914072.png,23:11:43,D:/Udacity/bag1/lidar/1479424303.213509497.pcd
1483,0.013962634,D:/Udacity/bag1/camera/1479424304046169228.png,23:11:44,D:/Udacity/bag1/lidar/1479424304.018858177.pcd
1484,0.015707964,D:/Udacity/bag1/camera/1479424304096283379.png,23:11:44,D:/Udacity/bag1/lidar/1479424304.220198633.pcd
1502,-0.010471975,D:/Udacity/bag1/camera/1479424304846254893.png,23:11:44,D:/Udacity/bag1/lidar/1479424304.824201572.pcd
1504,-0.012217305,D:/Udacity/bag1/camera/1479424305046314151.png,23:11:45,D:/Udacity/bag1/lidar/1479424305.025930131.pcd
1505,-0.008726646,D:/Udacity/bag1/camera/1479424305246733731.png,23:11:45,D:/Udacity/bag1/lidar/1479424305.226870419.pcd
1515,-0.006981317,D:/Udacity/bag1/camera/1479424305596419443.png,23:11:45,D:/Udacity/bag1/lidar/1479424305.629615587.pcd
